,username,content
922,jejuaewol99,애월오션뷰 제주맛집 1층 모든공간이 주차장 넓어 주차하기편해 더욱좋아요🤗&nbsp; #사이카레#애월맛집#제주맛집인정#제주핫플#애월#곽지맛집#애월핫플#새별오름맛집#커리맛집#한담맛집#금능해변맛집#애월카페#애월맛집인정#제주시맛집#제주도맛집#혼밥맛집#제주맛집추천#더럭분교맛집#애월점심추천#제주핫플레이스#애월점심식사#제주맛집추천#애월아침식사#제주혼밥하기좋은곳#jeju#제주카레맛집#한림맛집#애월아침추천#애월맛집추천#카멜리아힐맛집#나혼자산다
923,jejuaewol99,애월브런치맛집 귀더크제주유일 흑돼지카츠산도 와 전국유일 시그니처수제와플 브런치와 현무암라떼&amp;솜구름라떼&amp;달고나샷라떼를 즐길수 있는 오션뷰 카페☕#제주커피맛집#제주여행#애월커피#제주브런치맛집#한림핫플#애월핫플#애월아침식사#애월카페#곽지해수욕장카페#한림아침식사#jeju#제주도맛집#제주신상카페#애월맛집#제주브런치맛집#한림맛집#제주디저트맛집#한림카페#애월브런치#한림점심식사#협재브런치카페#솜구름라떼#곽지브런치맛집#한림브런치맛집#협재카페#귀더크#제주귀더크#애월브런치카페#나혼자산다#제주혼커피
924,theobject__official,
925,theobject__official,
926,theobject__official,
927,bouquinistebooks,시리얼 시티가이드 ...##부키니스트북스 #제주서점 #서귀포서점 #동네서점 #시리얼시티가이드 #bouquinistebooks #jejubookshop #book #jeju
928,theobject__official,
929,theobject__official,
930,i.am.jaejin,.....#jeju #제주도 #제주도여행 #가파도#travel #photography
931,theobject__official,
932,nasa.skincarejogja,"LACOCO EN NATUREAMAZONIAN CHARCOAL MASK (CMASK)Bahan 100% Herbal Alami ; Arang bambu, kaktus &amp; lumpur pulau JejuManfaat:👉 Menghilangkan jerawat &amp; bekas jerawat👉 Membersihkan kulit &amp; mengecilkan pori²👉 Menyerap minyak berlebih tanpa membuat kulit menjadi kering👉 Butiran scrub aprikotnya efektif Mengangkat sel kulit mati serta mencegah penyumbatan pori²👉 Mencerahkan &amp; Menghaluskan kulit👉Cocok untuk kulit normal &amp; berminyak.Testi sendiri karena saya jg pakai : ""Mengurangi minyak berlebih dan membuat jerawat cepat kering serta menghilangkan bekas jerawat. Adem banget ketika dipake""Untuk harga bisa langsung chat aja ya kak.Menerima pemesanan dari dalam maupun luar daerah bahkan luar negeri juga loh, yang pastinya dengan packing yang aman dari kontaminasi✨🤗 Tanya-tanya atau minat bisa WA ke nomor yang ada di bio ya 🥰HAPPY SHOPING💝#lacoco #lacocoennature #maskerlacoco #cmask #jeju #skincare #maskerwajah #nasaherbal"
933,i.am.jaejin,.....#제주도 #가파도 #jeju#travel #photography
934,hip_ppo.macaroon,#2020MAY14 #lineup오늘 라인업이에용🌹..🧁macaroon LINE UP🧁산딸기우유오레오뽀또치즈커피우유돼지바옥수수톡톡군고구마다크초코쿠키순수우유초코우유초코바닐라로투스𖤐 꼬끄후레이크도 판매하고 있어용😘𖤐 머랭쿠키도 메뉴에 추가되었어용🥰#힙뽀마카롱 #힙뽀 #hipppo #macaroon #제주마카롱 #제주뚱카롱 #전농로마카롱 #전농로뚱카롱 #제주디저트맛집 #제주마카롱맛집 #제주뚱카롱맛집 #제주맛집 #전농로맛집 #제주마카롱포장 #전농로 #제주 #jeju
935,zinoo.co,"1년에 한번씩, 제주 최애 흑돼지맛집❗️#김치찌개가더맛있음 #세번째방문 #제주돈아"
936,mimizoo___,⠀비가 주룩주룩💦💦세상에는 불편러 오지라퍼가 너무 많은것같다박살을 내버릴까보다 뿌셔뿌셔👊🏻👊🏻(Feat. 나만 고양이 없어🐈)
937,mimizoo___,⠀감귤들아 어디갔어😅언니가 열렸을때 다시 올겡(먹어줄게)🍊🍊
938,nasa.skincarejogja,"LACOCO EN NATUREAMAZONIAN CHARCOAL MASK (CMASK)Bahan 100% Herbal Alami ; Arang bambu, kaktus &amp; lumpur pulau JejuManfaat:👉 Menghilangkan jerawat &amp; bekas jerawat👉 Membersihkan kulit &amp; mengecilkan pori²👉 Menyerap minyak berlebih tanpa membuat kulit menjadi kering👉 Butiran scrub aprikotnya efektif Mengangkat sel kulit mati serta mencegah penyumbatan pori²👉 Mencerahkan &amp; Menghaluskan kulit👉Cocok untuk kulit normal &amp; berminyak.Testi sendiri karena saya jg pakai : ""Mengurangi minyak berlebih dan membuat jerawat cepat kering serta menghilangkan bekas jerawat. Adem banget ketika dipake""Untuk harga bisa langsung chat aja ya kak.Menerima pemesanan dari dalam maupun luar daerah bahkan luar negeri juga loh, yang pastinya dengan packing yang aman dari kontaminasi✨🤗 Tanya-tanya atau minat bisa WA ke nomor yang ada di bio ya 🥰HAPPY SHOPING💝#lacoco #lacocoennature #maskerlacoco #cmask #jeju #skincare #maskerwajah #nasaherbal"
939,nasa.skincarejogja,"LACOCO EN NATUREAMAZONIAN CHARCOAL MASK (CMASK)Bahan 100% Herbal Alami ; Arang bambu, kaktus &amp; lumpur pulau JejuManfaat:👉 Menghilangkan jerawat &amp; bekas jerawat👉 Membersihkan kulit &amp; mengecilkan pori²👉 Menyerap minyak berlebih tanpa membuat kulit menjadi kering👉 Butiran scrub aprikotnya efektif Mengangkat sel kulit mati serta mencegah penyumbatan pori²👉 Mencerahkan &amp; Menghaluskan kulit👉Cocok untuk kulit normal &amp; berminyak.Testi sendiri karena saya jg pakai : ""Mengurangi minyak berlebih dan membuat jerawat cepat kering serta menghilangkan bekas jerawat. Adem banget ketika dipake""Untuk harga bisa langsung chat aja ya kak.Menerima pemesanan dari dalam maupun luar daerah bahkan luar negeri juga loh, yang pastinya dengan packing yang aman dari kontaminasi✨🤗 Tanya-tanya atau minat bisa WA ke nomor yang ada di bio ya 🥰HAPPY SHOPING💝#lacoco #lacocoennature #maskerlacoco #cmask #jeju #skincare #maskerwajah #nasaherbal"
940,nadaumstudio,.서비스업이 이렇게 힘듭겁니다 ㄷㄷ4월에 숙박하신 게스트 분이 남긴 후기입니다.@ 1인이 추가 가능한가?- 3인이 사용하시기엔 침구 등으로 인해 어려움@취소하면 얼마 환불이 되나?-50% 임@알았음몇시간 뒤 @ 코로나로 인해 취소를 하겠다.- 아까는 1인 추가 문의였는데 코로나요?@ 여행 자체를 취소한다.- 그렇군요취소를 안하시더군요체크인이 20시까진데 돌다가 22시에 들어오겠다고 연락이 옵니다. 너무 늦다 이야기하고 21시에 체크인을 하는데 2인이 체크인 합니다. 저희 없는거 확인하고 1인이 몰래 들어갑니다.다음날 아침 1인이 몰래 나갑니다.2인이 체크아웃 하고 그런가보다 했는데 차가 고장나서 저희집 근처에 그 분들이 서 있네요근데 2인이 아니라 3인이 계시네요?차가 고장나지 않았다면2인인지 3인인지CCTV를 찾아보지도 않았을것이고후기를 저리 남기지도 않았을듯 ㄷㄷ
941,iho_gochi,&lt;같이&gt; 도자 플레이트오은애선생님 작품입니다. ⠀⠀ ⠀🏠 제주시 현사길 9 수공예 소품가게 &lt; 같이&gt; ⠀⠀🌴 이호테우해변 1분거리 소품가게⠀⠀⠀#제주도여행 #제주도 #jeju #제주도소품샵 #이호테우해변 #이호해수욕장 #캔들 #프랑스자수 #같이 #맥시멈리스트 #빈티지 #빈티지소품 #제주여행 #제주관광지 #제주 #린넨 #도자공예 #여행스타그램 #여행 #제주스타그램 #제주가볼만한곳 #다육이 #뜨개 #뜨개질  #제주같이 #같이 #같이공방 #제주국제공항 #소품샵 #소품가게
942,korokeya_official,🍘5월15일 하루하루소중하게고로케야놀러와요..#목요일#제주#고로케야#오픈#밀가루가아니야#우리감자로만든#수제고로케#테이크아웃#디저트#카페#멘치카츠#멘보샤#커피#제주맛집#공항근처맛집#맛스타그램#제주여행#jmt#instagood#jeju#croquette#cafe#coffee
943,stayhayandal,작년에 오일장에서 산 애플민트는 화분에서 잘 자라지 못하다가 얼마전 마당에 옮겨 심어줬더니 여린 잎을 피워내며 쑥쑥 자라고 있다 아침에 마당에서 뜯은 허브를 음료 가니쉬로 사용하는건 서울에서는 상상할 수 없던 일 🌿#5월의정원#애플민트
